date;open;high;low;close;volume
20150222;000000;185.3500000;185.3500000;185.3500000;185.3500000;3
20150223;000000;185.3500000;185.3500000;185.1900000;185.1900000;46
20150224;000000;185.1900000;185.2000000;185.1900000;185.2000000;71
20150225;000000;185.2000000;185.2000000;185.2000000;185.2000000;59
20150226;000000;185.2000000;185.2000000;185.1800000;185.1800000;85
20150227;000000;185.1800000;185.1800000;185.1500000;185.1500000;54
20150228;000000;185.1500000;185.1500000;185.1500000;185.1500000;2
20150301;000000;185.1500000;185.1500000;185.1500000;185.1500000;2
20150302;000000;185.1500000;185.2000000;185.1500000;185.2000000;46
20150303;000000;185.2000000;185.2000000;185.0200000;185.0200000;73
20150304;000000;185.0200000;185.1500000;185.0200000;185.1500000;67
20150305;000000;185.1500000;185.3500000;185.1500000;185.3500000;65
20150306;000000;185.3500000;185.5800000;185.3500000;185.5800000;71
20150307;000000;185.5800000;185.5800000;185.5800000;185.5800000;3
20150309;000000;185.5800000;185.5800000;185.5800000;185.5800000;70
20150310;000000;185.5800000;185.5800000;185.3500000;185.3500000;60
20150311;000000;185.3500000;185.3500000;185.3500000;185.3500000;63
20150312;000000;185.3500000;185.5000000;185.3500000;185.5000000;49
20150313;000000;185.5000000;185.5000000;185.5000000;185.5000000;69
20150314;000000;185.5000000;185.5000000;185.5000000;185.5000000;2
20150315;000000;185.5000000;185.5000000;185.5000000;185.5000000;4
20150316;000000;185.5000000;185.5000000;185.4500000;185.4500000;84
20150317;000000;185.4500000;185.4500000;185.4500000;185.4500000;68
20150318;000000;185.4500000;185.4800000;185.4500000;185.4800000;49
20150319;000000;185.4800000;185.7500000;185.4800000;185.7500000;80
20150320;000000;185.7500000;185.9800000;185.7500000;185.9800000;71
20150321;000000;185.9800000;185.9800000;185.9800000;185.9800000;4
20150322;000000;185.9800000;185.9800000;185.9800000;185.9800000;1
20150323;000000;185.9800000;185.9800000;185.9500000;185.9500000;55
20150324;000000;185.9500000;185.9500000;185.9500000;185.9500000;54
20150325;000000;185.9500000;185.9800000;185.9500000;185.9800000;55
20150326;000000;185.9800000;185.9800000;185.9800000;185.9800000;55
20150327;000000;185.9800000;185.9800000;185.7500000;185.7500000;56
20150328;000000;185.7500000;185.7500000;185.7500000;185.7500000;2
20150329;000000;185.7500000;185.7500000;185.7500000;185.7500000;3
20150330;000000;185.7500000;185.7500000;185.2000000;185.2000000;53
20150331;000000;185.2000000;185.7500000;185.2000000;185.7500000;41
20150401;000000;185.7500000;185.7700000;185.7500000;185.7700000;71
20150402;000000;185.7700000;185.7700000;185.7500000;185.7700000;29
20150403;000000;185.8500000;185.8500000;185.8500000;185.8500000;26
20150405;000000;185.8500000;185.8500000;185.8500000;185.8500000;3
20150406;000000;185.8500000;185.8500000;185.7000000;185.7000000;47
20150407;000000;185.7000000;185.7500000;185.7000000;185.7500000;59
20150408;000000;185.7500000;185.7500000;185.7000000;185.7000000;42
20150409;000000;185.7000000;185.7000000;185.6500000;185.6500000;56
20150410;000000;185.6500000;185.7500000;185.6500000;185.7500000;57
20150412;000000;185.7500000;185.7500000;185.7500000;185.7500000;5
20150413;000000;185.7500000;185.7700000;185.7500000;185.7700000;48
20150414;000000;185.7700000;185.8000000;185.7700000;185.8000000;46
20150415;000000;185.8000000;185.8000000;185.7500000;185.7500000;68
20150416;000000;185.7500000;185.7800000;185.7500000;185.7800000;57
20150417;000000;185.7800000;185.8500000;185.7800000;185.8500000;54
20150418;000000;185.8500000;185.8500000;185.8500000;185.8500000;1
20150419;000000;185.8500000;185.8500000;185.8500000;185.8500000;5
20150420;000000;185.8500000;185.8500000;185.7000000;185.7000000;77
20150421;000000;185.7000000;185.7500000;185.7000000;185.7500000;50
20150422;000000;185.7500000;185.7500000;185.7500000;185.7500000;42
20150423;000000;185.7500000;185.8000000;185.7500000;185.8000000;60
20150424;000000;185.8000000;185.8000000;185.8000000;185.8000000;90
20150425;000000;185.8000000;185.8000000;185.8000000;185.8000000;3
20150426;000000;185.8000000;185.8000000;185.8000000;185.8000000;3
20150427;000000;185.8000000;185.8000000;185.7000000;185.7000000;45
20150428;000000;185.7000000;185.7500000;185.7000000;185.7500000;55
20150429;000000;185.7500000;185.7500000;185.7000000;185.7000000;78
20150430;000000;185.7000000;185.9000000;185.7000000;185.9000000;77
20150501;000000;185.9000000;185.9000000;185.9000000;185.9000000;54
20150502;000000;185.9000000;185.9000000;185.9000000;185.9000000;2
20150503;000000;185.9000000;185.9000000;185.9000000;185.9000000;5
20150504;000000;185.9000000;185.9000000;185.6500000;185.6500000;53
20150505;000000;185.6500000;185.6500000;185.6500000;185.6500000;58
20150506;000000;185.6500000;185.6500000;185.6500000;185.6500000;45
20150507;000000;185.6500000;185.6500000;185.6500000;185.6500000;73
20150508;000000;185.6500000;185.7500000;185.6500000;185.7500000;37
20150510;000000;185.7500000;185.7500000;185.7500000;185.7500000;1
20150511;000000;185.7500000;185.8000000;185.7500000;185.8000000;50
20150512;000000;185.8000000;185.8000000;185.7000000;185.7000000;59
20150513;000000;185.7000000;185.7500000;185.7000000;185.7500000;88
20150514;000000;185.7500000;186.0500000;185.7500000;186.0500000;41
20150515;000000;186.0500000;186.0500000;185.9000000;185.9000000;58
20150516;000000;185.9000000;185.9000000;185.9000000;185.9000000;1
20150517;000000;185.9000000;185.9000000;185.9000000;185.9000000;4
20150518;000000;185.8000000;185.8000000;185.6500000;185.6500000;41
20150519;000000;185.6500000;185.9000000;185.6500000;185.9000000;61
20150520;000000;185.9000000;185.9000000;185.7000000;185.7000000;67
20150521;000000;185.7000000;185.8000000;185.7000000;185.8000000;68
20150522;000000;185.8000000;186.0500000;185.8000000;186.0500000;105
20150524;000000;186.0500000;186.0500000;186.0500000;186.0500000;1
20150525;000000;186.0500000;186.0500000;186.0500000;186.0500000;10
20150526;000000;186.0500000;186.0500000;185.8000000;185.8000000;55
20150527;000000;185.8000000;185.8000000;185.7500000;185.7500000;113
20150528;000000;185.7500000;185.9500000;185.7500000;185.9500000;86
20150529;000000;185.9500000;185.9500000;185.8000000;185.8000000;79
20150601;000000;185.8000000;185.8200000;185.8000000;185.8200000;63
20150602;000000;185.8200000;185.8200000;185.8000000;185.8000000;89
20150603;000000;185.8000000;185.9500000;185.8000000;185.9500000;102
20150604;000000;185.9500000;185.9500000;185.8000000;185.8000000;74
20150605;000000;185.8000000;185.9500000;185.8000000;185.9000000;85
20150606;000000;185.9000000;185.9000000;185.9000000;185.9000000;3
20150608;000000;185.9000000;185.9000000;185.8000000;185.8000000;87
20150609;000000;185.8000000;185.9500000;185.8000000;185.9500000;112
20150610;000000;185.9500000;185.9500000;185.9000000;185.9000000;107
20150611;000000;185.9000000;185.9000000;185.9000000;185.9000000;80
20150612;000000;185.9000000;186.3000000;185.9000000;186.3000000;99
20150613;000000;186.3000000;186.3000000;186.3000000;186.3000000;1
20150615;000000;186.3000000;186.3000000;185.9500000;185.9500000;66
20150616;000000;185.9500000;185.9500000;185.9000000;185.9000000;79
20150617;000000;185.9000000;186.0000000;185.9000000;186.0000000;148
20150618;000000;186.0000000;186.0000000;185.9000000;185.9000000;96
20150619;000000;185.9000000;185.9000000;185.9000000;185.9000000;132
20150620;000000;185.9000000;185.9000000;185.9000000;185.9000000;1
20150622;000000;185.9000000;186.1500000;185.9000000;186.1500000;67
20150623;000000;186.1500000;186.1500000;186.0500000;186.0500000;100
20150624;000000;186.0500000;186.2000000;186.0500000;186.2000000;91
20150625;000000;186.2000000;186.2000000;186.2000000;186.2000000;107
20150626;000000;186.2000000;186.2000000;185.9000000;186.2000000;92
20150627;000000;186.2000000;186.2000000;186.2000000;186.2000000;2
20150628;000000;186.2000000;186.2000000;186.2000000;186.2000000;1
20150629;000000;186.2000000;186.2000000;186.2000000;186.2000000;83
20150630;000000;186.2000000;186.2000000;186.2000000;186.2000000;134
20150701;000000;186.2000000;186.2200000;186.2000000;186.2200000;66
20150702;000000;186.2200000;186.2200000;186.0500000;186.0500000;57
20150703;000000;186.0500000;186.2200000;186.0500000;186.2200000;40
20150704;000000;186.2200000;186.2200000;186.2200000;186.2200000;1
20150705;000000;186.2200000;186.2200000;186.2200000;186.2200000;4
20150706;000000;186.2200000;186.2200000;186.0500000;186.0500000;75
20150707;000000;186.0500000;186.1800000;186.0500000;186.1800000;51
20150708;000000;186.1800000;186.3000000;186.1800000;186.3000000;71
20150709;000000;186.3000000;186.3000000;186.2000000;186.2000000;70
20150710;000000;186.2000000;186.5200000;186.2000000;186.5200000;55
20150711;000000;186.5200000;186.5200000;186.5200000;186.5200000;6
20150712;000000;186.5200000;186.5200000;186.5200000;186.5200000;5
20150713;000000;186.5200000;186.8000000;186.5200000;186.8000000;58
20150714;000000;186.8000000;186.8000000;186.8000000;186.8000000;72
20150715;000000;186.8000000;187.0500000;186.8000000;187.0500000;68
20150716;000000;187.0500000;187.0500000;186.9000000;186.9000000;75
20150717;000000;186.9000000;187.1500000;186.9000000;187.1500000;54
20150718;000000;187.1500000;187.1500000;187.1500000;187.1500000;1
20150720;000000;187.1500000;187.1500000;185.9500000;185.9500000;68
20150721;000000;185.9500000;186.9800000;185.9500000;186.9800000;110
20150722;000000;186.9800000;186.9800000;185.9000000;185.9000000;74
20150723;000000;185.9000000;187.0500000;185.9000000;187.0500000;40
20150724;000000;187.0500000;187.0500000;187.0500000;187.0500000;62
20150726;000000;187.0500000;187.0500000;187.0500000;187.0500000;2
20150727;000000;187.0500000;187.4000000;187.0500000;187.4000000;65
20150728;000000;187.4000000;187.4000000;187.2500000;187.2500000;84
20150729;000000;187.2500000;187.4500000;187.2500000;187.4500000;64
20150730;000000;187.4500000;187.4500000;187.4500000;187.4500000;74
20150731;000000;187.4500000;188.0000000;187.4500000;188.0000000;56
20150801;000000;188.0000000;188.0000000;188.0000000;188.0000000;7
20150802;000000;188.0000000;188.0000000;188.0000000;188.0000000;1
20150803;000000;188.0000000;188.0000000;187.4500000;187.4500000;52
20150804;000000;187.4500000;187.6000000;187.4500000;187.6000000;56
20150805;000000;187.6000000;187.6500000;187.6000000;187.6500000;54
20150806;000000;187.6500000;187.6500000;187.4800000;187.4800000;44
20150807;000000;187.4800000;187.6000000;187.4800000;187.6000000;56
20150810;000000;187.6000000;187.8500000;187.6000000;187.8500000;59
20150811;000000;187.8500000;187.9500000;187.8500000;187.9500000;55
20150812;000000;187.9500000;187.9500000;187.7500000;187.7500000;58
20150813;000000;187.7500000;188.0500000;187.7500000;188.0500000;64
20150814;000000;188.0500000;188.1500000;188.0500000;188.1500000;70
20150815;000000;188.1500000;188.1500000;188.1500000;188.1500000;2
20150816;000000;188.1500000;188.1500000;188.1500000;188.1500000;1
20150817;000000;188.1500000;188.2000000;188.1500000;188.2000000;64
20150818;000000;188.2000000;188.2000000;188.2000000;188.2000000;65
20150819;000000;188.2000000;197.1000000;188.2000000;197.1000000;64
20150820;000000;197.1000000;251.7000000;197.1000000;251.7000000;65
20150821;000000;251.7000000;251.7000000;234.3000000;234.3000000;68
20150824;000000;234.3000000;234.3000000;227.3000000;227.3000000;80
20150825;000000;227.3000000;238.2500000;227.3000000;238.2500000;73
20150826;000000;238.2500000;242.8000000;238.2500000;242.8000000;86
20150827;000000;242.8000000;242.8000000;240.9500000;240.9500000;99
20150828;000000;240.9500000;240.9500000;240.4000000;240.4000000;65
20150829;000000;240.4000000;240.4000000;240.4000000;240.4000000;2
20150830;000000;240.4000000;240.4000000;240.4000000;240.4000000;6
20150831;000000;240.4000000;240.4000000;239.3500000;239.3500000;83
20150901;000000;239.3500000;239.3500000;239.0000000;239.0000000;62
20150902;000000;239.0000000;240.3000000;239.0000000;240.3000000;59
20150903;000000;240.3000000;240.3000000;239.2000000;239.2000000;54
20150904;000000;239.2000000;240.2000000;239.2000000;240.2000000;42
20150905;000000;240.2000000;240.2000000;240.2000000;240.2000000;2
20150907;000000;240.2000000;240.2000000;240.2000000;240.2000000;22
20150908;000000;240.2000000;245.0000000;240.2000000;245.0000000;43
20150909;000000;245.0000000;250.5000000;245.0000000;250.5000000;56
20150910;000000;250.5000000;260.0000000;250.5000000;260.0000000;53
20150911;000000;260.0000000;263.8000000;260.0000000;263.8000000;37
20150912;000000;263.8000000;263.8000000;263.8000000;263.8000000;2
20150913;000000;263.8000000;263.8000000;263.8000000;263.8000000;2
20150914;000000;263.8000000;278.0000000;263.8000000;278.0000000;52
20150915;000000;278.0000000;278.3000000;278.0000000;278.3000000;57
20150916;000000;278.3000000;283.3000000;278.3000000;283.3000000;49
20150917;000000;283.3000000;286.9000000;283.3000000;286.9000000;71
20150918;000000;286.9000000;286.9000000;275.0000000;275.0000000;59
20150919;000000;275.0000000;275.0000000;275.0000000;275.0000000;4
20150921;000000;275.0000000;275.0000000;270.1500000;270.1500000;54
20150922;000000;270.1500000;270.1500000;260.6000000;260.6000000;44
20150923;000000;260.6000000;269.8000000;260.6000000;269.8000000;44
20150924;000000;269.8000000;269.8000000;268.8500000;268.8500000;72
20150925;000000;268.8500000;270.0000000;268.8500000;270.0000000;66
20150926;000000;270.0000000;270.0000000;270.0000000;270.0000000;1
20150927;000000;270.0000000;270.0000000;270.0000000;270.0000000;1
20150928;000000;270.0000000;270.1000000;270.0000000;270.1000000;41
20150929;000000;270.1000000;271.9500000;270.1000000;271.9500000;68
20150930;000000;271.9500000;271.9500000;271.9000000;271.9000000;53
20151001;000000;271.9000000;271.9000000;271.4000000;271.4000000;55
20151002;000000;271.4000000;272.2000000;271.4000000;272.2000000;54
20151003;000000;272.2000000;272.2000000;272.2000000;272.2000000;3
20151004;000000;272.2000000;272.2000000;272.2000000;272.2000000;6
20151005;000000;272.2000000;272.2000000;271.6000000;271.6000000;57
20151006;000000;271.6000000;272.8500000;271.6000000;272.8500000;62
20151007;000000;272.8500000;274.3000000;272.8500000;274.3000000;116
20151008;000000;274.3000000;274.3000000;273.8500000;273.8500000;75
20151009;000000;273.8500000;274.6000000;273.8500000;274.6000000;59
20151010;000000;274.6000000;274.6000000;274.6000000;274.6000000;2
20151011;000000;273.8500000;273.8500000;273.8500000;273.8500000;3
20151012;000000;273.8500000;275.0000000;273.8500000;275.0000000;50
20151013;000000;275.0000000;275.6000000;275.0000000;275.6000000;60
20151014;000000;275.6000000;276.4000000;275.6000000;276.4000000;78
20151015;000000;276.4000000;276.4000000;276.3000000;276.3000000;65
20151016;000000;276.3000000;276.3000000;276.1000000;276.1000000;66
20151017;000000;276.1000000;276.1000000;276.1000000;276.1000000;3
20151019;000000;276.1000000;276.8000000;276.1000000;276.8000000;66
20151020;000000;276.8000000;277.2000000;276.8000000;277.2000000;63
20151021;000000;277.2000000;277.8000000;277.2000000;277.8000000;70
20151022;000000;277.8000000;278.0500000;277.8000000;278.0500000;80
20151023;000000;278.0500000;278.0500000;277.5000000;277.5000000;58
20151024;000000;277.5000000;277.5000000;277.5000000;277.5000000;2
20151025;000000;277.5000000;277.5000000;277.5000000;277.5000000;4
20151026;000000;277.5000000;278.9000000;277.5000000;278.9000000;54
20151027;000000;278.9000000;279.4000000;278.9000000;279.4000000;65
20151028;000000;279.4000000;279.4000000;279.3500000;279.3500000;160
20151029;000000;279.3500000;279.3500000;279.2500000;279.2500000;56
20151030;000000;279.2500000;280.0000000;279.2500000;280.0000000;39
20151031;000000;280.0000000;280.0000000;280.0000000;280.0000000;5
20151101;000000;280.0000000;280.0000000;280.0000000;280.0000000;1
20151102;000000;280.0000000;281.1000000;280.0000000;281.1000000;75
20151103;000000;281.1000000;282.7000000;281.1000000;282.7000000;52
20151104;000000;282.7000000;287.0000000;282.7000000;287.0000000;62
20151105;000000;287.0000000;299.5000000;287.0000000;299.5000000;65
20151106;000000;299.5000000;311.0000000;299.5000000;311.0000000;35
20151107;000000;311.0000000;311.0000000;311.0000000;311.0000000;13
20151108;000000;311.0000000;311.0000000;311.0000000;311.0000000;3
20151109;000000;311.0000000;311.0000000;307.1000000;307.1000000;59
20151110;000000;307.1000000;307.1000000;306.4000000;306.4000000;63
20151111;000000;306.4000000;306.5500000;306.4000000;306.5500000;73
20151112;000000;306.5500000;307.1500000;306.5500000;307.1500000;42
20151113;000000;307.1500000;307.7500000;307.1500000;307.7500000;71
20151114;000000;307.7500000;307.7500000;307.7500000;307.7500000;9
20151115;000000;307.7500000;307.7500000;307.7500000;307.7500000;1
20151116;000000;307.7500000;307.7500000;307.6500000;307.6500000;54
20151117;000000;307.6500000;307.6500000;307.6500000;307.6500000;53
20151118;000000;307.6500000;307.6500000;307.5000000;307.5000000;63
20151119;000000;307.5000000;307.5000000;307.3500000;307.3500000;60
20151120;000000;307.3500000;307.3500000;300.0000000;307.3000000;75
20151121;000000;307.3000000;307.3000000;307.3000000;307.3000000;6
20151123;000000;307.3000000;307.3000000;307.1000000;307.1000000;59
20151124;000000;307.1000000;307.1000000;307.0500000;307.0500000;50
20151125;000000;307.0500000;307.0500000;307.0500000;307.0500000;43
20151126;000000;307.0500000;307.0500000;307.0500000;307.0500000;19
20151127;000000;307.0500000;307.0500000;307.0500000;307.0500000;41
20151128;000000;307.0500000;307.0500000;307.0500000;307.0500000;5
20151130;000000;307.0500000;307.5000000;307.0500000;307.5000000;56
20151201;000000;307.5000000;307.5000000;307.4500000;307.4500000;38
20151202;000000;307.4500000;307.7000000;307.4500000;307.7000000;58
20151203;000000;307.7000000;307.7000000;307.5000000;307.5000000;51
20151204;000000;307.5000000;307.5000000;307.0000000;307.0000000;41
20151205;000000;307.0000000;307.0000000;307.0000000;307.0000000;4
20151206;000000;307.0000000;307.0000000;307.0000000;307.0000000;3
20151207;000000;307.0000000;307.0000000;306.9500000;306.9500000;52
20151208;000000;306.9500000;308.0000000;306.9500000;308.0000000;86
20151209;000000;308.0000000;308.0000000;308.0000000;308.0000000;63
20151210;000000;308.0000000;310.4500000;308.0000000;310.4500000;99
20151211;000000;310.4500000;316.0000000;310.4500000;316.0000000;79
20151212;000000;316.0000000;316.0000000;316.0000000;316.0000000;4
20151213;000000;316.0000000;316.0000000;316.0000000;316.0000000;1
20151214;000000;316.0000000;333.9500000;316.0000000;333.9500000;65
20151215;000000;333.9500000;333.9500000;331.6000000;331.6000000;55
20151216;000000;331.6000000;331.7000000;331.6000000;331.7000000;57
20151217;000000;331.7000000;331.7000000;331.7000000;331.7000000;59
20151218;000000;331.7000000;344.0000000;331.7000000;344.0000000;51
20151219;000000;344.0000000;344.0000000;344.0000000;344.0000000;6
20151220;000000;344.0000000;344.0000000;344.0000000;344.0000000;4
20151221;000000;344.0000000;344.0000000;344.0000000;344.0000000;73
20151222;000000;344.0000000;344.0000000;336.5000000;336.5000000;55
20151223;000000;336.5000000;336.5000000;329.0000000;329.0000000;41
20151224;000000;329.0000000;329.0000000;326.0000000;326.0000000;54
20151225;000000;326.0000000;326.0000000;326.0000000;326.0000000;3
20151227;000000;326.0000000;326.0000000;326.0000000;326.0000000;5
20151228;000000;326.0000000;332.8500000;326.0000000;332.8500000;48
20151229;000000;332.8500000;339.4000000;332.8500000;339.4000000;53
20151230;000000;339.4000000;339.4000000;339.0000000;339.0000000;55
20151231;000000;339.0000000;339.0000000;339.0000000;339.0000000;35
20160101;000000;339.0000000;339.0000000;339.0000000;339.0000000;3
20160103;000000;339.0000000;339.0000000;339.0000000;339.0000000;2
20160104;000000;339.0000000;339.8500000;339.0000000;339.8500000;52
20160105;000000;339.8500000;343.0000000;339.8500000;343.0000000;74
20160106;000000;343.0000000;345.5000000;343.0000000;345.5000000;49
20160107;000000;345.5000000;345.5000000;345.0500000;345.0500000;46
20160108;000000;345.0500000;351.9000000;345.0500000;351.9000000;52
20160109;000000;351.9000000;351.9000000;351.9000000;351.9000000;6
20160111;000000;351.9000000;360.0000000;351.9000000;360.0000000;59
20160112;000000;360.0000000;365.0000000;360.0000000;365.0000000;49
20160113;000000;365.0000000;365.0000000;365.0000000;365.0000000;19
20160114;000000;364.2000000;364.2000000;364.2000000;364.2000000;44
20160115;000000;364.2000000;364.2000000;361.0000000;361.0000000;54
20160116;000000;361.0000000;361.0000000;361.0000000;361.0000000;8
20160118;000000;361.0000000;377.6000000;361.0000000;377.6000000;60
20160119;000000;377.6000000;378.5000000;377.6000000;378.5000000;39
20160120;000000;378.5000000;378.5000000;376.8000000;376.8000000;82
20160121;000000;376.8000000;391.0000000;376.8000000;391.0000000;53
20160122;000000;391.0000000;391.0000000;381.0000000;381.0000000;49
20160123;000000;381.0000000;381.0000000;381.0000000;381.0000000;6
20160124;000000;381.0000000;381.0000000;381.0000000;381.0000000;2
20160125;000000;381.0000000;381.0000000;375.8500000;375.8500000;62
20160126;000000;375.8500000;379.5000000;375.8500000;379.5000000;65
20160127;000000;379.5000000;379.5000000;377.5000000;377.5000000;62
20160128;000000;377.5000000;377.5000000;370.5000000;370.5000000;71
20160129;000000;370.5000000;370.5000000;364.5000000;364.5000000;68
20160130;000000;364.5000000;364.5000000;364.5000000;364.5000000;5
20160131;000000;364.5000000;364.5000000;364.5000000;364.5000000;2
20160201;000000;364.5000000;364.5000000;360.0000000;360.0000000;51
20160202;000000;360.0000000;370.0000000;360.0000000;370.0000000;61
20160203;000000;370.0000000;370.0000000;370.0000000;370.0000000;68
20160204;000000;370.0000000;370.0000000;363.5000000;363.5000000;71
20160205;000000;363.5000000;365.0000000;363.5000000;365.0000000;62
20160206;000000;365.0000000;365.0000000;365.0000000;365.0000000;9
20160208;000000;365.0000000;365.0000000;358.2500000;358.2500000;74
20160209;000000;358.2500000;360.9300000;358.2500000;360.9300000;65
20160210;000000;360.9300000;360.9300000;360.0000000;360.0000000;82
20160211;000000;360.0000000;360.0000000;360.0000000;360.0000000;86
20160212;000000;360.0000000;368.6800000;360.0000000;368.6800000;72
20160213;000000;368.6800000;368.6800000;368.6800000;368.6800000;8
20160214;000000;368.6800000;368.6800000;368.6800000;368.6800000;2
20160215;000000;368.6800000;368.6800000;363.5000000;363.5000000;42
20160216;000000;363.5000000;363.5000000;360.0000000;360.0000000;64
20160217;000000;360.0000000;360.0000000;356.1500000;356.1500000;65
20160218;000000;356.1500000;356.1500000;350.0000000;350.0000000;63
20160219;000000;350.0000000;352.5000000;350.0000000;352.5000000;77
20160220;000000;352.5000000;352.5000000;352.5000000;352.5000000;7
20160222;000000;352.5000000;352.5000000;350.0000000;350.0000000;77
20160223;000000;350.0000000;350.0000000;349.0000000;349.0000000;105
20160224;000000;349.0000000;349.5500000;349.0000000;349.5500000;62
20160225;000000;349.5500000;350.0000000;349.5500000;350.0000000;74
20160226;000000;350.0000000;350.0000000;348.2500000;348.2500000;63
20160227;000000;348.2500000;348.2500000;348.2500000;348.2500000;6
20160229;000000;348.2500000;349.0000000;348.2500000;349.0000000;67
20160301;000000;349.0000000;349.0000000;348.0000000;348.0000000;68
20160302;000000;348.0000000;348.0000000;346.4800000;346.4800000;72
20160303;000000;346.4800000;346.4800000;344.5300000;344.5300000;55
20160304;000000;344.5300000;344.5300000;344.4000000;344.4000000;51
20160305;000000;344.4000000;344.4000000;344.4000000;344.4000000;8
20160307;000000;344.4000000;345.3500000;344.4000000;345.3500000;36
20160308;000000;345.3500000;345.3500000;345.3500000;345.3500000;74
20160309;000000;345.3500000;345.3500000;343.9000000;343.9000000;114
20160310;000000;343.9000000;344.1400000;343.9000000;344.1400000;81
20160311;000000;344.1400000;344.1400000;344.1000000;344.1000000;100
20160312;000000;344.1000000;344.1000000;344.1000000;344.1000000;10
20160313;000000;344.1000000;344.1000000;344.1000000;344.1000000;4
20160314;000000;344.1000000;344.1000000;343.1400000;343.1400000;65
20160315;000000;343.1400000;344.8000000;343.1400000;344.8000000;192
20160316;000000;344.8000000;348.0500000;344.8000000;348.0500000;88
20160317;000000;348.0500000;348.0500000;346.9000000;346.9000000;79
20160318;000000;346.9000000;346.9000000;346.1000000;346.1000000;76
20160319;000000;346.1000000;346.1000000;346.1000000;346.1000000;2
20160320;000000;346.1000000;346.1000000;346.1000000;346.1000000;1
20160321;000000;346.1000000;346.1000000;345.3500000;345.3500000;80
20160322;000000;345.3500000;345.3500000;345.3500000;345.3500000;80
20160323;000000;345.3500000;345.3500000;345.3500000;345.3500000;54
20160324;000000;345.3500000;347.1200000;345.3500000;347.1200000;82
20160325;000000;347.1200000;347.1200000;343.1500000;347.1200000;41
20160328;000000;343.1500000;343.1500000;340.1000000;340.1000000;85
20160329;000000;340.1000000;344.1000000;340.1000000;344.1000000;39
20160330;000000;344.1000000;344.1000000;343.6000000;343.6000000;88
20160331;000000;343.6000000;345.0500000;343.6000000;345.0500000;84
20160401;000000;345.0500000;345.0500000;342.3500000;342.3500000;111
20160402;000000;342.3500000;342.3500000;342.3500000;342.3500000;1
20160403;000000;342.3500000;342.3500000;342.3500000;342.3500000;2
20160404;000000;342.3500000;343.9500000;342.3500000;343.9500000;72
20160405;000000;343.9500000;345.4500000;343.9500000;345.4500000;71
20160406;000000;345.4500000;345.4500000;345.4500000;345.4500000;82
20160407;000000;345.4500000;345.4500000;341.0500000;341.0500000;96
20160408;000000;341.0500000;341.0500000;340.2500000;340.2500000;67
20160409;000000;340.2500000;340.2500000;340.2500000;340.2500000;4
20160411;000000;340.2500000;340.2500000;336.6500000;336.6500000;70
20160412;000000;336.6500000;336.6500000;335.5800000;335.5800000;112
20160413;000000;335.5800000;335.5800000;333.5000000;333.5000000;71
20160414;000000;333.5000000;334.5000000;333.5000000;334.5000000;59
20160415;000000;334.5000000;334.5000000;332.6500000;332.6500000;68
20160416;000000;332.6500000;332.6500000;332.6500000;332.6500000;3
20160417;000000;332.6500000;332.6500000;332.6500000;332.6500000;2
20160418;000000;332.6500000;340.0000000;332.6500000;340.0000000;53
20160419;000000;340.0000000;340.0000000;337.5000000;337.5000000;64
20160420;000000;337.5000000;337.5000000;337.0000000;337.0000000;54
20160421;000000;337.0000000;337.0000000;333.5000000;333.5000000;58
20160422;000000;333.5000000;334.5000000;333.5000000;334.5000000;47
20160423;000000;334.5000000;334.5000000;334.5000000;334.5000000;6
20160425;000000;334.5000000;344.1000000;333.4500000;333.4500000;60
20160426;000000;333.4500000;333.5500000;333.4500000;333.5500000;60
20160427;000000;333.5500000;333.5500000;330.9500000;330.9500000;56
20160428;000000;330.9500000;330.9500000;330.0500000;330.0500000;54
20160429;000000;330.0500000;330.0500000;327.3500000;327.3500000;47
20160430;000000;327.3500000;327.3500000;327.3500000;327.3500000;3
20160501;000000;327.3500000;327.3500000;327.3500000;327.3500000;5
20160502;000000;327.3500000;327.3500000;327.2000000;327.2000000;83
20160503;000000;327.2000000;329.0500000;327.2000000;329.0500000;79
20160504;000000;329.0500000;333.0500000;329.0500000;333.0500000;73
20160505;000000;333.0500000;333.0500000;332.1500000;332.1500000;109
20160506;000000;332.1500000;334.5500000;332.1500000;334.5500000;63
20160507;000000;334.5500000;334.5500000;334.5500000;334.5500000;4
20160508;000000;334.5500000;334.5500000;334.5500000;334.5500000;2
20160509;000000;334.5500000;334.5500000;333.3000000;333.8500000;96
20160510;000000;333.8500000;333.8500000;333.8500000;333.8500000;65
20160511;000000;333.8500000;333.8500000;333.2000000;333.2000000;67
20160512;000000;333.2000000;333.2000000;330.0500000;330.0500000;72
20160513;000000;330.0500000;330.0500000;329.0500000;329.0500000;58
20160514;000000;329.0500000;329.0500000;329.0500000;329.0500000;2
20160515;000000;329.0500000;329.0500000;329.0500000;329.0500000;4
20160516;000000;329.0500000;329.0500000;328.1500000;329.0500000;73
20160517;000000;329.0500000;329.0600000;329.0500000;329.0600000;93
20160518;000000;329.0600000;329.8000000;329.0600000;329.8000000;55
20160519;000000;329.8000000;335.5500000;329.8000000;335.5500000;50
20160520;000000;335.5500000;335.5500000;335.1000000;335.1000000;53
20160521;000000;335.1000000;335.1000000;335.1000000;335.1000000;2
20160522;000000;335.1000000;335.1000000;335.1000000;335.1000000;3
